78.8978,294.553,43.3001,75.6248,276.403,47.232,72.1125,259.526,49.93,69.3218,242.67,51.9285,66.2761,226.94,52.4714,63.4327,212.155,52.1429,61.0418,195.531,50.6814,58.5849,180.776,48.2056,56.3,166.033,44.5434,54.221,150.551,40.0219,52.6994,134.65,34.7565,50.6153,121.405,28.0069,48.9869,108.179,20.1529,47.7801,93.2168,12.1927,46.4555,81.7791,4.90529,46.7595,71.3502,13.1747,47.2515,60.8353,20.3585,47.9438,49.8946,26.5732,48.5065,40.1487,31.1541,49.1973,30.384,34.7494,49.9129,20.2444,37.3851,51.0604,8.23665,39.8781,51.748,-1.01038,40.2864,52.747,-10.6571,39.6493,53.4733,-20.122,38.0087,54.4166,-29.432,35.3096,55.0822,-38.436,31.6115,56.0372,-47.5186,26.8785,56.8171,-56.5286,21.1862,,,,,,
78.8768,293.091,43.7926,75.3636,275.106,47.1912,72.1124,254.678,50.6958,68.891,238.11,52.4327,66.1455,220.613,53.2954,63.6134,203.437,52.5869,61.3212,185.634,51.485,59.3846,169.17,48.9388,57.637,152.264,45.4593,56.0394,135.77,41.0384,54.3648,120.241,35.3031,53.1404,105.09,28.5227,52.0611,89.649,21.4106,50.5966,74.5892,9.23815,50.3486,60.1683,3.293,51.2096,49.3739,11.866,51.9725,39.4621,18.9561,53.2377,27.9836,25.5629,54.323,17.8161,30.5161,55.8099,5.08339,35.5212,57.0664,-4.8424,38.2847,58.3305,-14.7417,39.9182,59.7888,-24.6658,40.6475,61.2032,-34.4692,40.287,62.6363,-43.9282,38.8105,63.9323,-52.3068,35.4013,,,,,,,,,,,,,,,
76.4281,281.82,46.1174,72.3619,265.623,49.692,68.8458,245.804,52.8224,65.3813,228.59,54.4357,62.4148,211.559,55.2543,59.4883,194.715,54.9735,56.8059,178.12,53.5257,54.3041,162.602,50.7069,52.0143,147.223,47.2051,50.2217,130.037,42.895,48.5502,113.953,37.4957,46.8268,98.7239,31.1585,45.2417,83.7062,23.6844,42.8338,70.2375,10.7569,41.8368,55.0491,1.438,42.1877,42.9471,9.63741,42.4645,31.5497,17.3978,43.3453,16.7613,25.5065,43.6907,6.17753,30.3264,44.3477,-5.16837,34.5074,45.0033,-16.0711,37.5376,45.6844,-26.8125,39.4341,46.3045,-37.4043,40.3361,47.1156,-47.8966,40.1242,47.7433,-57.8115,38.4804,,,,,,,,,,,,,,,,,,
84.0233,280.993,46.1799,81.1122,262.824,49.8086,78.6268,243.869,52.1125,76.1298,227.45,52.9623,74.4449,210.327,52.7805,72.4688,192.548,52.1481,70.8379,176.991,50.0314,69.5185,160.177,47.0338,68.4797,143.87,43.1715,67.328,128.608,38.0587,66.4306,113.092,32.1559,65.7495,97.9916,25.2556,65.0564,82.4856,13.945,64.7413,67.5869,4.97002,65.3576,54.9119,7.95006,66.2556,44.7749,15.7124,67.3567,33.7478,22.7441,68.4638,23.4021,28.4576,69.6004,11.2906,33.7405,70.8059,1.19641,37.1737,71.9839,-9.03392,39.6741,73.2209,-18.8514,40.9393,74.4038,-28.6978,41.3754,75.702,-38.3352,40.5423,76.9818,-48.3797,39.0453,78.3374,-57.846,36.2298,,,,,,,,,,,,,,,
88.8487,288.056,43.9967,86.077,265.828,48.0796,82.9484,248.956,50.5665,80.462,231.205,52.0867,78.3395,211.884,52.6939,76.2012,194.985,52.2933,74.6033,176.899,50.8085,72.9404,160.184,47.7667,71.4021,143.901,44.248,70.3283,126.858,39.7482,69.3235,110.999,33.8006,68.7087,95.1305,27.0543,67.6166,79.8773,16.1514,67.225,64.3667,7.44144,67.2178,50.9378,4.84956,68.1814,38.7869,12.9341,69.04,27.4697,19.821,70.0494,16.0181,25.7047,71.166,4.8403,30.3063,72.2534,-7.99286,34.6843,73.3928,-18.766,37.2983,74.6541,-29.5162,38.812,75.8303,-39.9118,38.9882,77.0719,-50.3539,38.2288,,,,,,,,,,,,,,,,,,,,,
87.1995,277.332,45.9842,85.2901,256.134,49.3961,83.128,237.929,51.1917,81.1153,220.101,52.1472,79.4592,202.824,51.2812,78.3067,185.133,49.9998,77.0387,167.994,47.4468,76.0433,151.43,43.5814,75.4622,134.76,39.2774,74.9183,119.266,33.9576,74.5516,103.094,27.7483,74.3522,87.5138,20.6312,74.417,71.7372,8.42999,74.9453,57.6276,3.80739,76.1793,45.6462,12.1823,77.6068,32.4757,19.9848,79.0069,21.3507,25.8315,80.5574,10.1646,30.3803,82.1327,-0.411506,34.0059,83.7786,-11.1807,36.4218,85.4926,-21.5432,37.7834,87.1963,-32.0817,38.2746,88.9711,-42.4916,37.6712,90.7857,-52.7671,35.8435,,,,,,,,,,,,,,,,,,,,,
100.896,279.506,46.7718,97.9065,263.256,49.8368,96.3578,237.092,53.9394,95.3611,243.687,52.4562,92.8819,226.831,53.3592,90.5535,210.26,53.2902,88.7853,194.048,52.143,86.924,178.149,49.8592,85.6907,161.14,46.8723,84.4012,146.04,42.8833,83.3136,129.992,38.0843,82.4586,114.453,32.2987,81.831,99.9116,24.787,81.2104,84.9906,13.6149,80.7508,70.5211,4.26643,81.2976,57.3533,8.04671,82.3318,46.0003,16.032,83.2432,35.3318,22.7129,84.3654,24.3893,28.2588,85.3328,12.2018,33.554,86.5651,1.78021,36.8765,87.7181,-8.44697,39.1362,89.0523,-18.8075,40.3434,90.3981,-28.6734,40.3947,91.8387,-38.7397,39.5474,93.2368,-48.5065,37.5571,94.6494,-58.1398,34.4538,,,,,,,,,,,,
100.216,276.853,47.6922,97.1991,259.579,50.8952,94.5978,242.527,52.875,91.8715,224.647,54.3825,89.8046,208.208,54.4931,87.8302,191.24,53.4739,86.0165,175.521,51.3666,84.504,160.146,48.244,82.9204,145.744,43.8979,81.8944,129.69,38.899,80.7918,115.263,32.9522,80.0575,100.598,25.7736,79.5097,86.2974,18.1867,79.1244,72.0552,5.74327,79.9298,59.497,7.19416,81.2488,49.5696,14.9855,82.6822,39.7838,21.5457,84.206,30.1791,27.0005,85.9005,20.5039,31.4615,87.5436,9.97448,35.176,89.3007,0.849692,37.1678,91.1551,-8.2366,38.3227,93.0853,-17.298,38.3426,94.9985,-26.1128,37.3901,96.961,-34.9078,35.3124,98.8965,-43.5238,32.1824,100.896,-52.0089,27.8669,,,,,,,,,,,,
101.314,282.086,46.3622,97.7921,265.582,49.9585,94.8838,247.989,52.7133,92.379,230.657,54.7556,90.0428,213.742,55.2872,88.0277,196.318,54.8447,86.1814,180.225,53.2586,84.6174,163.769,50.5666,82.994,148.45,46.6321,81.7833,132.204,41.864,80.4768,116.411,36.1333,79.6066,102.245,29.1802,78.5765,86.7207,21.7251,77.7752,72.8076,8.74927,77.7124,58.0812,3.71724,78.5429,46.8623,12.484,79.6318,35.3362,20.0332,80.6041,24.8782,26.0428,81.8647,13.73,31.4834,82.9906,1.80379,36.0571,84.3319,-8.4065,38.9176,85.5835,-18.4237,40.5038,87.0703,-28.6105,41.4223,88.4524,-38.3621,40.9411,89.9157,-48.2472,39.5156,91.3852,-57.9167,37.0895,,,,,,,,,,,,,,,
101.482,284.708,45.9481,98.2871,265.62,49.7063,95.1918,249.208,52.0553,92.45,231.846,53.6729,90.0195,212.935,54.132,87.8399,196.448,53.3778,85.8314,181.138,51.4949,84.0834,164.547,48.679,82.6359,148.445,44.7698,81.1185,133.386,40.1234,80.1891,118.134,34.5888,79.308,103.256,27.9955,78.7599,87.7612,20.8331,78.0938,73.4015,8.98106,77.9166,60.4038,4.02866,78.8824,49.0214,12.6689,79.615,38.6163,19.6486,80.6017,27.8837,25.8782,81.474,17.7504,30.6611,82.4516,5.82979,35.1497,83.3628,-4.24777,37.8543,84.5429,-14.0892,39.4451,85.6344,-23.9666,40.1326,86.859,-33.4567,39.4658,88.0481,-43.0906,37.9504,89.3967,-52.4798,35.2773,,,,,,,,,,,,,,,
