66.7042,287.68,44.7697,63.7723,265.899,48.2742,63.756,266.065,47.2745,61.118,243.877,49.0381,58.6697,224.679,49.148,56.7288,204.054,48.3088,54.6885,185.966,45.7825,53.3641,165.942,43.2211,52.0747,148.28,38.8923,51.2172,129.139,34.0903,50.3589,112.066,28.0653,49.7243,95.5632,20.7986,49.4921,79.1456,12.9741,49.4159,63.2881,4.22668,50.5022,49.67,8.79403,51.4239,38.0248,15.8483,52.8711,25.8225,21.773,54.4332,12.0986,28.4371,54.412,11.9884,27.7193,56.0009,0.27211,31.5175,57.3675,-10.2019,33.6612,59.0589,-21.046,35.0501,60.7824,-31.7411,35.5314,62.5901,-42.2262,34.9775,64.3394,-52.0532,33.2077
67.2181,287.755,44.7528,62.0153,267.036,47.1343,57.0484,246.543,48.4017,52.5923,227.079,51.6939,52.504,227.414,48.7341,48.7064,206.595,48.1328,45.0442,187.216,46.4525,41.9387,168.362,43.5957,39.2436,149.182,40.1364,36.8392,130.579,35.4923,34.5525,113.807,29.8178,33.054,95.7347,23.6694,31.4894,79.8466,16.0685,30.3271,63.8394,8.10911,30.2589,48.1807,4.80264,30.625,35.3909,12.1327,32.0111,19.2309,20.2592,32.8492,7.08287,25.2071,33.8074,-4.54983,28.966,36.6001,-16.8082,35.4723,34.5851,-15.0627,31.0392,35.8397,-26.8499,32.8629,36.6642,-37.9728,31.7602,38.07,-48.9576,31.0603,39.3753,-59.5699,29.1775
70.2609,299.483,42.852,64.797,277.935,45.8436,59.3195,257.815,47.6964,54.5646,237.924,48.4905,50.4323,216.897,52.1113,50.3099,217.272,48.3342,46.2327,197.975,47.4495,42.814,178.262,45.2551,39.4333,160.604,42.0371,36.7065,141.796,37.6856,33.9651,124.778,32.4367,31.7683,106.143,26.6839,29.7931,90.5552,19.6376,28.3376,74.1635,12.0169,26.9556,58.5661,3.23725,27.8639,40.5736,11.6177,27.9737,28.5659,18.0747,28.2357,16.4766,24.1218,28.2075,16.3999,23.6295,28.7484,4.37443,28.3028,29.3018,-6.99006,31.6342,29.9242,-18.0503,33.7766,29.9088,-28.491,33.3771,30.9674,-39.8536,33.5668,31.9538,-50.6658,32.4565
68.9739,294.95,43.8468,64.6203,273.818,47.002,60.665,253.042,49.1757,57.0802,232.744,50.2516,53.6843,216.058,49.3913,51.3113,193.815,48.8166,49.1106,174.318,47.2052,47.0125,157.084,43.9144,45.2397,138.77,40.0323,44.7909,115.018,46.0207,44.4487,114.741,37.3185,43.4901,98.3602,31.4815,42.3665,83.4187,24.4818,41.7296,66.8576,17.4136,41.3154,51.8802,9.22058,41.4368,40.26,14.8778,41.1343,39.4396,7.96972,42.0049,27.6603,14.8134,43.079,15.6296,20.7637,44.26,3.8302,25.6203,45.5154,-7.68036,29.4175,46.735,-18.4447,31.7486,48.1421,-29.3619,33.2182,49.6151,-39.954,33.4775,51.0817,-50.4298,32.8064
67.7251,289.101,45.0447,62.9869,268.309,47.897,58.9533,246.704,49.9889,55.0587,226.708,51.063,51.6763,208.289,50.1487,48.7049,187.931,53.8271,48.5557,188.196,49.5033,46.4964,161.516,48.7111,44.4913,142.038,45.877,42.1132,125.86,41.192,40.8366,109.252,45.5089,40.44,108.885,36.4536,38.7228,92.8617,30.485,37.8855,75.3622,24.2953,35.7516,61.5124,12.172,35.0052,45.6776,3.54785,35.7803,33.1081,9.42956,36.4158,21.4235,16.4563,37.155,9.76863,22.4536,38.1674,-1.63409,27.3516,39.152,-12.6409,30.9081,40.3761,-23.5923,33.5262,41.5776,-34.3158,35.1142,42.7811,-44.5794,35.5446,44.2132,-54.886,34.8904
69.9994,299.393,43.1305,65.3275,276.581,46.5541,61.3411,254.432,48.7063,57.7511,232.939,49.986,54.367,206.043,50.9491,51.7121,185.267,54.6752,51.573,185.532,50.1837,49.0719,165.811,48.1757,46.9567,147.637,44.9318,49.2602,118.298,51.6421,44.9946,128.572,40.6368,43.1899,112.823,35.4479,41.5823,95.5342,29.5652,39.8665,79.5689,19.0612,38.9797,63.3437,11.1394,38.7679,46.4837,2.91935,39.3706,34.101,10.0391,40.1853,21.0546,16.6027,41.0114,8.6188,22.1028,42.0244,-3.76135,26.614,43.2156,-15.6964,29.7879,44.3779,-27.2451,32.0067,45.7608,-38.9413,33.2887,47.3955,-50.7573,33.569,,,
68.2232,290.672,44.2777,63.1717,271.039,46.9676,58.6712,247.92,49.3261,54.2587,228.888,49.3583,51.0906,199.245,50.9383,48.0998,179.051,49.4572,45.2579,159.479,47.2383,42.2797,143.431,43.3613,40.0137,124.899,38.799,36.4811,110.08,29.7276,34.7991,92.939,22.9449,33.1598,76.1375,15.2522,31.8152,60.8605,6.42331,31.3452,46.5267,6.72767,31.6412,33.5714,14.7971,31.6887,21.5991,21.2392,32.0715,9.7851,27.1631,32.04,9.68813,26.5711,32.6423,-2.06478,30.8165,33.2147,-13.4625,33.9606,33.7643,-24.514,36.0928,34.6156,-35.52,37.1678,35.5128,-46.3546,37.0896,36.6675,-57.1942,36.1735,,,
69.9929,300.849,42.899,65.8474,275.317,46.7509,61.2889,256.802,48.7975,57.6944,235.045,50.5406,54.3637,206.877,52.2906,51.9656,186.455,51.4265,49.5019,165.876,49.7091,46.8361,149.858,45.9247,44.7651,132.006,41.7415,42.4158,115.077,33.9238,40.9747,97.6089,27.8667,39.9715,80.8361,20.7089,39.2194,64.6385,12.8028,39.1276,47.802,4.57342,39.641,35.4541,8.58233,40.6391,22.8342,15.6601,41.7292,10.8229,21.5771,42.7798,-0.694525,26.2971,44.2793,-12.3269,29.8558,45.6703,-23.3949,32.3557,47.2474,-34.7312,33.8374,48.7207,-45.3029,33.9605,50.4387,-56.235,33.5121,,,,,,
67.2264,286.476,44.4477,63.0134,266.028,46.8005,59.514,242.469,48.5942,56.2022,213.602,50.2352,53.0608,196.271,48.75,50.8401,174.627,52.8584,50.6739,174.861,47.6741,48.1847,156.74,44.3626,46.1292,139.16,40.4781,44.6981,121.604,44.8852,44.3467,121.396,35.9734,41.7341,106.161,26.7359,40.8235,88.8293,19.9862,40.2309,71.6554,12.7914,39.3768,56.3609,4.02199,39.8142,42.8399,8.50467,40.4538,30.1144,15.2839,41.3377,17.2462,21.1575,42.1599,5.2459,25.6621,43.1552,-6.76641,29.1924,44.1926,-18.213,31.4247,45.41,-29.5495,32.5092,46.6878,-40.7327,32.6931,48.1957,-51.9916,31.9079,,,
67.7323,287.812,44.7388,63.271,265.937,47.5433,59.2322,244.596,49.1695,55.5373,224.916,49.3609,52.7519,195.047,50.6465,49.805,177.041,49.2361,47.2352,157.871,46.4169,45.3676,138.767,43.3394,42.2976,123.188,36.0295,40.7863,105.739,30.3527,39.9772,90.7313,35.1165,39.4599,90.0201,23.6056,38.8097,71.6408,17.0527,38.0394,55.4105,8.80805,37.8185,40.3133,4.20452,38.254,27.5096,11.6527,38.7577,15.2004,17.9547,39.6725,2.60783,23.4292,40.5642,-9.40367,27.4553,41.4492,-20.8082,30.5808,42.5504,-32.0557,32.5744,43.8793,-43.5048,33.4334,45.0753,-54.536,33.4899,,,,,,
