89.0108,278.686,45.7515,90.5744,262.218,49.0984,92.064,242.619,51.9624,93.4031,223.887,53.1706,94.4433,203.177,53.4052,94.9062,186.088,52.3099,95.303,169.617,50.2782,95.3109,151.588,47.3308,95.3094,137.008,42.7397,94.9675,120.935,37.7382,94.5085,105.977,31.4725,93.8942,91.4176,24.4103,92.9123,76.2151,16.5793,92.1164,63.1938,7.27225,90.6389,51.021,6.94581,88.7818,40.4033,14.4652,86.817,30.2112,20.8449,84.7482,20.08,26.2512,82.7401,10.3418,30.529,80.6434,0.10834,33.8858,78.4347,-9.55727,36.1077,76.1268,-19.0071,37.2891,73.9256,-28.6357,37.4916,71.6631,-38.1069,36.6422,69.3565,-47.3221,34.668,67.0183,-56.3547,31.6954,,,,,,,,,,,,
88.6052,281.358,45.0752,90.3398,262.307,48.6044,91.8936,243.802,51.3141,93.0118,224.885,53.0107,94.0038,206.747,53.6433,94.831,188.486,53.2947,95.3147,170.268,51.9049,95.4075,153.604,49.3364,95.4242,136.954,45.6584,95.0696,120.95,41.0757,94.6297,104.459,35.8592,94.0467,88.6521,29.5249,93.0212,73.3856,22.7313,92.2004,58.6521,14.6163,91.1606,44.6856,5.64411,89.2375,29.2468,9.89536,87.6832,21.5131,15.859,85.1186,8.38788,23.8216,83.078,-1.95577,28.9817,80.8961,-12.313,33.1489,78.7374,-22.198,36.1341,76.24,-31.8484,38.0325,73.9854,-41.6517,38.9646,71.5627,-51.2407,38.8622,,,,,,,,,,,,,,,,,,
89.6286,274.975,45.5954,91.5118,255.539,47.7732,93.2039,236.743,49.0185,94.9025,213.871,48.9631,95.9991,195.941,47.5787,96.9239,177.902,45.2175,97.6102,161.373,41.6896,97.7982,144.708,37.0954,98.0678,128.047,31.7701,98.2995,112.048,25.1374,98.1469,96.5745,18.0663,98.0944,81.1386,9.97974,97.5013,68.1412,4.57307,96.2887,57.2835,12.2209,94.9376,46.1462,18.9963,93.6509,35.2303,24.6524,92.2112,24.7795,28.9554,90.6138,14.4479,32.2272,89.0272,4.54362,34.4733,87.327,-5.32,35.5406,85.7226,-15.2575,35.7908,84.8216,-25.6714,41.2426,83.8711,-24.814,34.719,82.0435,-34.4973,32.8976,80.2932,-42.3285,28.3638,78.1432,-53.1937,25.875,,,,,,,,,,,,
87.051,280.221,44.2659,86.4795,262.687,45.9176,85.0067,238.645,47.6204,84.1201,224.1,47.0061,82.7538,206.638,45.8644,81.4279,187.866,43.6964,79.375,168.136,39.3091,77.5078,150.618,34.8047,75.7834,134.302,29.7989,73.4822,118.196,23.8956,71.505,103.056,16.7846,68.8487,88.4145,8.71393,66.605,74.3223,5.66681,63.812,63.4542,12.8954,61.0349,52.3413,19.4049,58.1233,41.7469,24.5265,55.2913,30.933,28.878,52.4049,20.1659,31.8182,49.5267,9.54473,34.2632,46.7547,-1.05603,35.1719,43.4876,-10.8313,34.9612,40.3989,-20.7418,33.6772,37.2822,-30.8589,31.9136,34.2986,-40.7137,28.9409,31.0024,-50.0762,24.657,,,,,,,,,,,,,,,
89.3659,274.812,46.3689,91.2976,256.44,49.0569,92.8013,238.487,51.2452,94.3281,220.166,52.0217,95.49,202.539,51.6145,96.6178,183.901,50.4798,97.4238,166.143,48.4315,97.9909,144.495,44.0609,98.3537,127.39,39.5405,98.4209,112.164,34.0663,98.4795,95.8978,27.7111,98.4501,79.8744,20.9952,98.0007,64.864,12.9169,97.3705,49.9156,3.99253,96.2821,39.1859,9.64657,94.6605,28.7831,16.8266,93.0696,18.0286,23.1781,91.4098,8.07558,28.0153,89.6994,-2.16189,32.0504,87.9291,-11.947,34.8418,86.0752,-21.7601,36.7017,84.2763,-31.3679,37.4791,82.3558,-40.8684,37.2225,80.4999,-50.4153,35.8566,,,,,,,,,,,,,,,,,,
89.4093,282.586,45.3758,92.9575,261.15,48.7667,96.268,242.865,50.9665,99.2089,224.188,52.1902,101.88,206.309,51.9578,104.303,189.157,50.651,106.305,172.663,48.4056,108.055,156.094,45.106,109.394,139.552,40.7221,110.621,122.544,35.7533,111.711,107.443,29.4981,112.637,88.4087,20.6508,113.024,72.3793,13.1038,113.356,57.8565,4.18164,112.634,46.9744,9.86222,111.788,35.897,17.3499,110.812,25.1592,23.357,109.839,14.8026,28.3151,108.83,4.54355,32.2442,107.583,-5.63276,35.0782,106.451,-15.639,36.8414,105.07,-25.3596,37.5464,103.727,-34.9746,37.1549,102.307,-44.2063,35.6955,100.838,-53.8028,33.4525,,,,,,,,,,,,,,,
87.3478,289.403,43.7932,90.7074,271.021,46.9645,93.9388,251.833,49.775,96.6462,233.376,51.1403,99.0314,214.619,51.6172,101.255,197.572,50.7811,103.001,180.31,49.1051,104.575,163.754,46.5461,105.865,146.5,42.9716,107.209,130.077,38.227,108.242,114.354,32.8189,109.112,99.752,25.4767,109.824,84.2007,18.4117,110.243,69.6532,9.72167,110.222,54.038,6.72055,109.3,43.6043,14.2499,108.238,33.354,20.5949,107.012,23.0005,25.9,105.82,12.9283,30.1354,104.378,3.25287,32.8981,102.952,-6.42232,34.918,101.395,-15.98,35.6015,99.8823,-25.5073,35.523,98.2329,-34.5976,34.1846,96.5838,-43.6392,31.7718,94.8834,-52.8969,28.6714,,,,,,,,,,,,
86.5327,288.077,43.758,89.0669,273.527,46.5773,91.6211,252.978,49.3745,93.9723,234.369,50.9992,95.8795,216.437,51.5491,97.6094,199.194,50.7257,99.1167,181.761,48.8532,100.152,165.768,45.7639,101.087,148.227,42.0395,102.228,132.795,36.8194,102.968,116.685,30.928,103.464,101.19,23.995,103.739,86.2221,16.1543,104.013,70.8442,7.58267,103.708,59.09,6.70687,102.85,47.3415,14.4798,102.123,36.0249,21.2414,100.718,22.8388,27.2297,99.6401,12.048,31.232,98.5347,1.79976,33.7633,97.3686,-8.79444,35.7976,96.065,-19.1069,36.5151,94.8379,-29.1115,36.1073,93.4434,-39.2158,34.9051,92.1377,-49.0714,32.5164,90.7423,-58.7415,29.1935,,,,,,,,,,,,
89.4237,276.206,45.6472,93.0662,257.931,47.3675,96.3136,238.952,48.8496,99.0494,220.742,48.8058,101.381,204.082,47.8987,103.577,186.285,45.8896,105.427,169.974,43.2425,106.986,152.861,39.1769,108.283,137.12,34.1388,109.475,120.759,28.7522,110.39,105.085,22.2554,110.958,90.4864,14.7673,111.469,76.3213,6.22904,111.496,64.0662,7.36317,110.934,52.8464,14.6142,110.383,42.2503,20.644,109.6,31.5462,25.7727,108.868,21.3875,29.438,107.948,11.1887,32.3355,106.981,1.43885,33.8788,105.944,-8.55985,34.5804,104.878,-18.154,34.0595,103.704,-27.7455,32.8033,102.429,-37.0961,30.1998,101.227,-46.6112,26.8105,99.821,-55.7121,22.1041,,,,,,,,,,,,
87.4386,292.155,43.3501,90.4547,270.961,47.2222,93.0457,252.971,49.5996,95.3414,234.406,50.9816,97.3471,215.51,51.6953,99.4102,194.952,50.4425,100.769,177.092,48.5555,101.796,160.019,45.6331,102.723,143.678,41.4314,103.414,126.741,36.983,103.743,111.119,31.5504,103.98,95.5578,24.7358,104.007,80.5748,17.3784,103.86,66.064,8.9372,103.545,52.4234,5.04029,102.341,41.5226,12.7675,101.298,30.9424,19.5308,100.073,20.0229,25.3542,98.8256,9.71624,29.8123,97.4139,-0.346559,33.1284,96.0151,-10.5521,35.6621,94.5323,-20.3157,36.8405,93.0365,-30.5227,37.4477,91.5355,-39.9839,36.604,89.9795,-49.1686,34.6469,88.3484,-58.9188,32.0922,,,,,,,,,,,,
