0,73.1795,300.655,44.9941,73.8959,281.147,48.2543,73.5858,264.331,50.8481,73.9794,245.616,51.6464,73.9052,229.073,54.2783
0,73.4291,296.49,45.1174,73.3774,278.645,47.6475,73.3132,258.587,49.3506,73.2548,242.551,49.3738,72.9621,225.578,48.1843
0,73.1937,308.161,43.3022,73.9282,289.322,46.9946,74.3478,270.83,49.35,74.9629,252.703,50.7457,75.3078,237.156,50.705
0,73.1903,306.669,43.5346,73.9218,287.998,46.9442,74.3332,268.373,49.244,74.7005,249.304,50.3516,74.8158,232.883,50.284
0,73.4234,293.525,46.0942,73.8699,274.551,49.2708,74.2708,256.027,51.174,74.3999,237.92,51.9561,74.7345,221.379,51.111
0,73.4291,296.49,45.1174,73.1241,278.677,47.3954,73.0749,259.784,49.1618,73.2537,242.589,49.1364,72.9597,225.64,47.7265
0,73.7007,299.379,44.6651,74.646,280.054,47.6658,75.2623,261.186,49.3985,75.8381,245.064,49.6307,76.5638,227.052,48.7878
0,72.8892,283.688,48.1241,72.6135,266.723,50.4887,72.1123,247.6,51.8137,71.867,229.088,51.6178,71.1943,214.001,49.8019
0,73.1828,302.123,44.7671,73.1406,282.363,48.325,73.0986,265.613,50.1711,73.034,242.135,51.7492,72.7573,226.164,51.2053
0,73.4383,299.293,44.9416,73.1437,283.708,48.1186,73.0993,264.227,51.1098,73.0464,245.411,52.1507,72.9916,228.168,51.9829
0,73.4103,289.39,46.4786,73.3553,270.831,48.869,73.5321,252.691,49.818,73.4507,235.078,48.3362,73.369,217.706,46.7109
0,73.9154,286.687,46.8933,74.5725,267.145,49.4337,75.1723,249.408,50.0963,75.4971,233.072,49.5671,75.996,216.015,47.872
0,73.2005,311.171,42.8333,73.9227,287.935,47.2082,74.3486,270.78,49.6026,74.7191,251.414,51.4217,75.2905,234.949,51.0684
0,73.4507,303.674,44.2617,73.401,285.153,47.6418,73.335,263.197,50.303,73.2724,244.45,51.3761,72.9857,228.323,50.8406
0,72.9165,302.153,44.5028,72.8905,283.638,48.3834,72.3691,265.393,50.9375,72.1137,247.555,52.0532,71.8708,230.068,52.1274
0,73.1836,303.705,43.9961,73.1431,285.24,47.1251,73.0909,264.559,49.368,73.2732,246.949,49.8116,73.2011,229.765,48.1227
0,73.396,283.85,47.5905,73.5816,264.523,49.8526,73.5142,248.068,50.0943,73.666,230.671,49.7649,73.5798,214.673,47.7008
0,73.4343,297.866,45.1632,73.8835,278.596,48.1491,74.0441,259.818,49.6265,74.4211,242.6,50.048,74.5335,225.736,48.8118
0,73.1836,303.711,43.9952,73.3998,285.209,47.3804,73.8307,265.799,49.6509,73.7496,248.081,50.0899,73.8914,230.722,49.529
0,73.4355,297.798,45.4335,74.374,276.002,48.5472,74.7641,258.546,50.5374,75.121,242.584,50.7363,75.4503,227.825,49.5601
0,73.4343,297.854,45.165,73.382,278.438,48.6765,73.5649,259.581,50.6251,73.4921,241.144,51.4446,73.4174,224.287,50.6284
0,73.396,283.85,47.5905,73.5858,265.77,49.6576,73.9766,245.728,50.9329,74.1153,229.603,50.3909,74.4274,210.897,47.7315
0,73.6884,294.968,45.8687,73.6149,273.277,49.2234,73.8587,272.012,49.4167,73.7806,253.664,51.0762,73.9299,236.96,50.75
0,73.1717,297.831,45.171,73.1278,278.522,48.1676,73.0785,259.655,49.9007,73.022,241.304,50.0433,72.5194,225.386,49.1144
0,73.4222,293.586,45.8275,72.8728,275.806,48.8392,72.8321,255.932,50.7281,72.5584,238.917,50.8982,72.5161,222.239,49.6604
0,73.1717,297.837,45.1701,73.1309,279.847,47.9621,72.8275,254.807,50.4321,72.5558,238.985,50.4294,72.2928,222.232,49.4427
0,73.1869,305.186,43.7656,73.396,283.85,47.5905,73.5816,264.523,49.8526,73.2842,249.123,50.3937,73.4406,230.603,50.0035
0,73.4143,290.78,46.2628,73.8497,270.925,48.6043,73.7674,251.459,50.484,73.9164,234.898,50.1821,73.8228,218.569,48.5301
0,73.6752,290.692,46.7857,73.8577,272.062,49.1634,74.2486,252.648,50.5256,74.3752,234.882,50.6344,74.679,214.612,49.6615
0,73.1869,305.186,43.7656,73.3998,285.209,47.3804,73.3457,266.958,49.7172,73.2865,249.043,50.8742,73.4428,230.538,50.4644
0,73.4326,296.3,45.924,73.8832,277.013,49.6356,74.0513,259.451,51.5957,74.1928,240.99,53.0671,74.3164,224.164,52.6318
0,73.6932,296.384,45.6497,73.8864,278.437,48.9209,74.2847,258.356,51.2862,74.4061,239.024,51.7779,74.7407,222.431,50.7113
0,73.1869,305.192,43.7647,73.9143,286.733,46.6324,74.0794,267.187,48.9452,74.4556,248.233,49.8253,74.3628,234.07,48.9548
0,73.1869,305.186,43.7656,73.1431,285.234,47.126,73.0962,265.718,49.6704,73.0393,245.648,50.7225,72.5356,230.462,50.0358
0,72.8842,282.447,47.8123,72.8437,261.99,50.0149,72.5661,243.36,50.634,72.0792,227.272,49.9096,71.6182,208.448,48.2074
0,72.908,296.309,45.6687,72.878,275.594,49.8611,72.3632,258.028,51.8305,71.8797,240.733,52.6716,71.4278,222.68,52.6838
0,73.1869,305.186,43.7656,73.1481,285.021,48.1695,73.1062,266.681,50.9753,73.0537,246.412,52.9196,72.775,229.039,52.9574
0,73.1992,311.234,42.5561,73.4026,286.632,46.9066,73.589,267.088,49.2086,73.5131,248.103,49.855,73.4606,232.426,52.4011
0,73.4343,297.86,45.1641,73.3835,279.879,47.9548,73.5638,259.626,50.3791,73.489,241.264,50.7359,73.4142,224.379,49.9472
0,73.698,297.82,45.4276,73.8803,277.18,48.8656,74.0368,257.204,50.9923,74.3921,236.879,51.6694,74.5196,222.387,50.9416
0,73.4383,299.293,44.9416,73.6427,281.133,48.2589,73.5837,264.435,50.3495,73.9673,243.405,51.5371,73.8857,228.467,50.8081
0,73.425,295.061,45.3401,73.1224,277.305,47.8593,73.0694,257.346,49.5511,73.0122,239.198,49.4731,72.7305,222.451,48.2929
0,73.4466,302.197,44.4909,73.4033,285.041,48.164,73.5921,265.492,51.1526,73.9787,244.278,53.0129,74.1105,227.239,52.3483
0,73.4466,302.209,44.4891,73.3797,278.539,48.1628,73.0837,260.787,50.2014,73.2616,242.326,50.7954,73.1963,225.34,50.2289
0,73.1869,305.186,43.7656,73.6486,283.981,47.0634,73.5784,264.659,49.1057,73.5082,246.986,49.8035,73.4271,228.642,48.99
0,73.1856,305.252,43.4912,73.1388,283.936,47.0753,73.099,266.972,49.4743,73.0509,250.264,50.2125,72.7666,232.641,49.8915
0,73.4483,303.787,43.7177,73.1481,285.015,48.1703,73.105,266.723,50.7265,72.8205,247.566,52.5098,72.7755,230.13,52.5566
0,73.1762,299.208,45.2179,72.8858,280.94,48.7961,72.8492,260.482,51.687,72.5754,241.919,52.7066,72.5377,224.956,52.2963
