0,73.1795,300.655,44.9941,73.8959,281.147,48.2543,73.5858,264.331,50.8481,73.9794,245.616,51.6464,73.9052,229.073,54.2783,74.1134,228.405,51.4868,74.002,211.73,48.2324
0,73.4291,296.49,45.1174,73.3774,278.645,47.6475,73.3132,258.587,49.3506,73.2548,242.551,49.3738,72.9621,225.578,48.1843,72.6779,207.944,45.9236,72.6109,190.794,42.5475
0,73.1937,308.161,43.3022,73.9282,289.322,46.9946,74.3478,270.83,49.35,74.9629,252.703,50.7457,75.3078,237.156,50.705,75.8194,219.731,49.6254,76.2788,202.785,47.0822
0,73.1903,306.669,43.5346,73.9218,287.998,46.9442,74.3332,268.373,49.244,74.7005,249.304,50.3516,74.8158,232.883,50.284,75.3309,214.852,48.5244,75.5924,198.211,45.8499
0,73.4234,293.525,46.0942,73.8699,274.551,49.2708,74.2708,256.027,51.174,74.3999,237.92,51.9561,74.7345,221.379,51.111,75.2303,203.3,49.331,75.4735,186.77,44.5947
0,73.4291,296.49,45.1174,73.1241,278.677,47.3954,73.0749,259.784,49.1618,73.2537,242.589,49.1364,72.9597,225.64,47.7265,72.8927,209.011,45.2862,72.8172,191.781,41.9215
0,73.7007,299.379,44.6651,74.646,280.054,47.6658,75.2623,261.186,49.3985,75.8381,245.064,49.6307,76.5638,227.052,48.7878,77.4223,208.774,45.2897,77.8114,192.682,41.6866
0,72.8892,283.688,48.1241,72.6135,266.723,50.4887,72.1123,247.6,51.8137,71.867,229.088,51.6178,71.1943,214.001,49.8019,70.9834,196.319,47.1003,70.577,179.921,43.4106
0,73.1828,302.123,44.7671,73.1406,282.363,48.325,73.0986,265.613,50.1711,73.034,242.135,51.7492,72.7573,226.164,51.2053,72.486,208.459,49.4853,72.6363,190.418,46.777
0,73.4383,299.293,44.9416,73.1437,283.708,48.1186,73.0993,264.227,51.1098,73.0464,245.411,52.1507,72.9916,228.168,51.9829,72.7137,210.262,50.8787,72.4447,192.91,48.1583
0,73.4103,289.39,46.4786,73.3553,270.831,48.869,73.5321,252.691,49.818,73.4507,235.078,48.3362,73.369,217.706,46.7109,73.2793,200.766,43.4586,73.1811,183.311,39.3767
0,73.9154,286.687,46.8933,74.5725,267.145,49.4337,75.1723,249.408,50.0963,75.4971,233.072,49.5671,75.996,216.015,47.872,76.4445,199.352,44.9844,76.8571,183.944,40.6471
0,73.2005,311.171,42.8333,73.9227,287.935,47.2082,74.3486,270.78,49.6026,74.7191,251.414,51.4217,75.2905,234.949,51.0684,75.3692,218.643,49.8196,75.6421,202.636,47.5413
0,73.4507,303.674,44.2617,73.401,285.153,47.6418,73.335,263.197,50.303,73.2724,244.45,51.3761,72.9857,228.323,50.8406,72.7094,212.388,49.2081,72.2307,195.729,46.365
0,72.9165,302.153,44.5028,72.8905,283.638,48.3834,72.3691,265.393,50.9375,72.1137,247.555,52.0532,71.8708,230.068,52.1274,71.4164,214.946,50.5021,71.1974,198.096,48.0171
0,73.1836,303.705,43.9961,73.1431,285.24,47.1251,73.0909,264.559,49.368,73.2732,246.949,49.8116,73.2011,229.765,48.1227,73.3396,211.904,45.8187,73.2454,194.496,42.1925
0,73.396,283.85,47.5905,73.5816,264.523,49.8526,73.5142,248.068,50.0943,73.666,230.671,49.7649,73.5798,214.673,47.7008,73.4831,197.973,44.4384,73.7833,180.82,40.5367
0,73.4343,297.866,45.1632,73.8835,278.596,48.1491,74.0441,259.818,49.6265,74.4211,242.6,50.048,74.5335,225.736,48.8118,74.6189,208.216,46.5007,74.8926,191.166,43.2836
0,73.1836,303.711,43.9952,73.3998,285.209,47.3804,73.8307,265.799,49.6509,73.7496,248.081,50.0899,73.8914,230.722,49.529,74.01,213.772,47.4251,74.1075,197.178,44.1687
0,73.4355,297.798,45.4335,74.374,276.002,48.5472,74.7641,258.546,50.5374,75.121,242.584,50.7363,75.4503,227.825,49.5601,75.9346,210.184,47.8483,76.3676,193.066,44.7618
0,73.4343,297.854,45.165,73.382,278.438,48.6765,73.5649,259.581,50.6251,73.4921,241.144,51.4446,73.4174,224.287,50.6284,73.3379,207.741,48.75,73.2458,189.741,45.8716
0,73.396,283.85,47.5905,73.5858,265.77,49.6576,73.9766,245.728,50.9329,74.1153,229.603,50.3909,74.4274,210.897,47.7315,74.7104,193.66,44.4487,74.7574,176.851,39.9811
0,73.6884,294.968,45.8687,73.6149,273.277,49.2234,73.8587,272.012,49.4167,73.7806,253.664,51.0762,73.9299,236.96,50.75,74.0493,218.406,50.0924,73.9389,201.412,47.5756
0,73.1717,297.831,45.171,73.1278,278.522,48.1676,73.0785,259.655,49.9007,73.022,241.304,50.0433,72.5194,225.386,49.1144,72.2517,207.788,46.6034,71.9947,190.608,43.2172
0,73.4222,293.586,45.8275,72.8728,275.806,48.8392,72.8321,255.932,50.7281,72.5584,238.917,50.8982,72.5161,222.239,49.6604,72.4643,203.943,47.5379,72.1897,188.976,41.8906
0,73.1717,297.837,45.1701,73.1309,279.847,47.9621,72.8275,254.807,50.4321,72.5558,238.985,50.4294,72.2928,222.232,49.4427,71.8226,206.737,46.805,71.3751,190.479,43.2496
0,73.1869,305.186,43.7656,73.396,283.85,47.5905,73.5816,264.523,49.8526,73.2842,249.123,50.3937,73.4406,230.603,50.0035,73.356,212.61,48.2953,73.2633,194.205,45.6084
0,73.4143,290.78,46.2628,73.8497,270.925,48.6043,73.7674,251.459,50.484,73.9164,234.898,50.1821,73.8228,218.569,48.5301,73.9279,200.625,46.2429,74.0105,183.26,42.465
0,73.6752,290.692,46.7857,73.8577,272.062,49.1634,74.2486,252.648,50.5256,74.3752,234.882,50.6344,74.679,214.612,49.6615,74.9646,197.992,46.951,75.2156,181.761,42.9766
0,73.1869,305.186,43.7656,73.3998,285.209,47.3804,73.3457,266.958,49.7172,73.2865,249.043,50.8742,73.4428,230.538,50.4644,73.1487,214.46,48.8327,73.2786,196.84,46.3486
0,73.4326,296.3,45.924,73.8832,277.013,49.6356,74.0513,259.451,51.5957,74.1928,240.99,53.0671,74.3164,224.164,52.6318,74.4123,206.742,50.843,74.6884,188.928,48.2844
0,73.6932,296.384,45.6497,73.8864,278.437,48.9209,74.2847,258.356,51.2862,74.4061,239.024,51.7779,74.7407,222.431,50.7113,74.6284,205.6,53.5859,75.2285,203.349,48.6859
0,73.1869,305.192,43.7647,73.9143,286.733,46.6324,74.0794,267.187,48.9452,74.4556,248.233,49.8253,74.3628,234.07,48.9548,74.6719,214.882,47.4342,74.5417,199.105,44.2033
0,73.1869,305.186,43.7656,73.1431,285.234,47.126,73.0962,265.718,49.6704,73.0393,245.648,50.7225,72.5356,230.462,50.0358,72.2721,213.386,48.3819,72.0048,195.909,43.8108
0,72.8842,282.447,47.8123,72.8437,261.99,50.0149,72.5661,243.36,50.634,72.0792,227.272,49.9096,71.6182,208.448,48.2074,71.3895,190.316,45.1527,70.7673,174.323,40.7856
0,72.908,296.309,45.6687,72.878,275.594,49.8611,72.3632,258.028,51.8305,71.8797,240.733,52.6716,71.4278,222.68,52.6838,71.2135,205.2,51.1466,71.0049,188.206,48.2536
0,73.1869,305.186,43.7656,73.1481,285.021,48.1695,73.1062,266.681,50.9753,73.0537,246.412,52.9196,72.775,229.039,52.9574,72.7226,211.085,52.0235,72.4562,192.74,50.0528
0,73.1992,311.234,42.5561,73.4026,286.632,46.9066,73.589,267.088,49.2086,73.5131,248.103,49.855,73.4606,232.426,52.4011,73.6692,231.785,49.35,73.575,213.698,47.6607
0,73.4343,297.86,45.1641,73.3835,279.879,47.9548,73.5638,259.626,50.3791,73.489,241.264,50.7359,73.4142,224.379,49.9472,73.3217,207.038,46.3046,73.2291,189.991,42.7088
0,73.698,297.82,45.4276,73.8803,277.18,48.8656,74.0368,257.204,50.9923,74.3921,236.879,51.6694,74.5196,222.387,50.9416,75.0175,203.291,49.1228,75.2808,187.514,45.8858
0,73.4383,299.293,44.9416,73.6427,281.133,48.2589,73.5837,264.435,50.3495,73.9673,243.405,51.5371,73.8857,228.467,50.8081,73.9959,209.688,49.4648,74.0881,192.507,46.3525
0,73.425,295.061,45.3401,73.1224,277.305,47.8593,73.0694,257.346,49.5511,73.0122,239.198,49.4731,72.7305,222.451,48.2929,72.456,205.062,45.8303,72.1921,187.185,42.6824
0,73.4466,302.197,44.4909,73.4033,285.041,48.164,73.5921,265.492,51.1526,73.9787,244.278,53.0129,74.1105,227.239,52.3483,74.4374,210.559,50.5955,74.5159,193.272,48.2772
0,73.4466,302.209,44.4891,73.3797,278.539,48.1628,73.0837,260.787,50.2014,73.2616,242.326,50.7954,73.1963,225.34,50.2289,73.1184,206.782,48.4993,73.0389,189.722,45.6706
0,73.1869,305.186,43.7656,73.6486,283.981,47.0634,73.5784,264.659,49.1057,73.5082,246.986,49.8035,73.4271,228.642,48.99,73.1304,211.705,47.3782,72.8417,195.16,44.1642
0,73.1856,305.252,43.4912,73.1388,283.936,47.0753,73.099,266.972,49.4743,73.0509,250.264,50.2125,72.7666,232.641,49.8915,72.7117,215.448,48.2233,72.2289,198.557,45.3912
0,73.4483,303.787,43.7177,73.1481,285.015,48.1703,73.105,266.723,50.7265,72.8205,247.566,52.5098,72.7755,230.13,52.5566,72.7205,212.131,51.197,72.4494,191.016,49.5516
0,73.1762,299.208,45.2179,72.8858,280.94,48.7961,72.8492,260.482,51.687,72.5754,241.919,52.7066,72.5377,224.956,52.2963,72.0651,208.233,50.8141,71.8221,191.92,47.9401
0,73.1802,302.24,44.2244,72.8865,283.798,47.6032,72.8492,264.425,49.8747,72.3416,245.432,51.4592,72.0864,227.114,51.052,71.6265,210.24,49.3877,70.9845,192.77,46.5378
0,72.9104,297.745,45.4465,72.8786,278.384,48.6895,72.6009,259.416,50.8988,72.5663,239.848,51.891,72.0837,222.964,51.3077,71.8403,204.548,49.5593,71.3851,188.588,44.4676
0,73.4383,299.293,44.9416,73.3872,281.205,47.749,73.0853,262.056,49.7619,72.7995,244.563,50.2048,72.7418,222.187,50.3301,72.4705,204.808,48.2288,72.2073,186.993,44.9913
0,73.4143,290.78,46.2628,73.1101,270.698,49.3819,72.8234,252.426,50.8095,72.7747,233.559,50.8685,72.5056,217.215,49.6585,72.4533,199.323,47.3516,72.1908,181.936,43.7837
0,73.4326,296.3,45.924,73.3768,275.69,49.5947,73.5649,258.176,51.7966,73.4909,238.692,53.2078,73.412,219.917,53.1232,73.3349,203.684,51.3957,73.2503,186.869,48.8999
0,73.4166,290.657,46.7935,73.6137,271.834,50.1823,73.7845,253.496,52.045,74.1509,234.672,51.8038,74.05,218.354,50.3203,74.3515,199.566,48.1308,74.4239,183.167,44.3219
0,73.4143,290.775,46.2637,73.1118,272.04,48.9281,73.067,252.287,52.0045,73.0586,252.545,50.3173,72.7771,235.794,50.2706,72.5043,217.243,49.435,72.0312,199.263,47.1562
0,73.1937,308.161,43.3022,73.4076,287.95,46.9565,73.5922,266.939,49.9608,73.2865,249.038,50.8749,73.4449,230.48,50.9234,73.3581,211.481,49.5803,73.0632,194.026,47.1061
0,73.6647,287.969,46.9512,73.8527,270.781,49.3621,74.2308,249.127,51.0857,74.3631,232.716,50.9935,74.679,214.612,49.6615,74.754,197.976,46.7458,74.9992,180.011,43.3499
0,73.4507,303.668,44.2626,73.9012,282.495,48.0466,74.3016,262.105,50.2239,74.4313,243.53,51.0511,74.7559,224.452,50.8095,74.8331,207.033,48.6514,74.8929,190.037,45.7972
0,73.4262,294.994,45.6088,73.6292,277.149,48.8728,74.0305,256.041,50.937,74.3914,236.923,51.4348,74.504,220.433,50.3954,75.0077,202.432,48.4338,75.4583,185.012,45.364
0,72.9278,309.64,43.0743,73.1481,285.015,48.1703,73.1062,266.681,50.9753,72.8198,246.375,52.9276,72.3275,227.834,53.6018,71.8641,209.899,52.6639,71.4313,191.575,50.8968
