0,104.752,302.431,42.6053,103.526,281.541,48.1867,102.193,262.627,52.3017,100.618,243.187,55.2462,99.2162,225.544,56.3812,97.8276,207.494,56.4479
0,103.389,283.031,47.2042,101.66,261.644,51.4968,100.198,243.435,53.8357,98.4536,223.719,55.3546,96.6861,205.811,55.046,95.1802,187.647,53.6446
0,104.118,289.745,45.645,102.815,271.346,50.003,101.254,252.263,53.1698,99.8677,231.736,55.1948,98.0703,214.156,54.9379,96.6502,197.99,53.2412
0,104.305,292.443,45.2218,102.8,274.945,50.1926,101.199,255.406,54.3408,99.7038,236.627,56.6933,97.9266,219.507,57.5419,96.2522,202.827,57.2162
0,104.655,301.01,42.8313,103.454,280.362,47.8681,101.987,259.304,51.614,100.54,241.39,53.2331,99.1693,223.982,53.548,97.7481,205.195,52.8198
0,104.504,295.24,44.5242,103.145,276.251,49.7447,101.698,255.525,53.6125,100.569,235.711,55.9241,99.1361,217.722,56.7286,97.7339,199.484,56.0898
0,104.986,298.178,43.2777,103.676,279.418,46.2625,103.462,280.414,47.6098,102.069,260.484,51.432,100.54,241.39,53.2331,99.0256,221.937,54.1003
0,104.645,300.949,43.1033,103.356,279.02,48.3259,101.796,260.305,52.4166,99.9629,240.081,54.81,98.3198,221.707,55.6737,96.5704,203.972,55.1431
0,104.714,298.131,43.548,103.526,277.776,48.2676,102.376,258.058,52.0397,100.918,240.262,53.6346,99.902,221.914,54.3159,98.5991,202.409,53.9223
0,108.459,292.249,44.447,107.639,272.525,48.5548,106.897,251.231,51.4093,105.973,231.059,52.3439,105.089,211.78,52.0551,104.378,192.494,50.6485
0,111.43,290.559,44.6905,110.819,272.123,49.0839,109.991,251.881,52.6904,109.257,230.579,54.4081,108.164,213.239,54.5781,107.248,195.595,53.575
0,110.758,279.898,47.1314,109.681,258.977,50.888,108.429,239.037,53.0828,107.192,217.02,54.6148,105.994,200.001,52.815,104.487,181.804,50.613
0,111.654,296.125,43.2902,110.767,277.22,48.0474,109.448,256.517,51.9825,108.44,236.791,54.1157,107.34,218.862,54.9663,106.052,198.914,54.8751
0,111.473,279.638,47.9162,110.675,259.768,52.189,109.894,240.693,55.0933,109.165,220.394,57.0989,108.261,201.178,57.5952,107.294,183.747,56.4432
0,119.031,286.674,45.7542,118.145,266.331,49.9239,116.931,247.971,52.5414,115.782,228.228,53.8408,114.677,209.354,54.1032,113.426,191.333,53.0477
0,119.315,291.992,44.9176,118.131,273.535,49.5482,117.081,252.117,53.5369,115.959,232.848,56.0159,114.674,214.435,57.1235,113.494,195.108,56.695
0,119.649,297.614,43.2519,119.022,277.243,48.7257,118.044,256.625,52.6107,117.209,237.995,54.9952,116.064,217.184,56.6819,115.191,199.299,56.6064
0,119.649,297.614,43.2519,119.428,278.565,48.0214,119.264,258.887,51.7819,118.708,238.969,54.3806,118.261,219.014,55.7282,117.928,200.987,55.4763
0,119.754,296.149,43.743,118.633,275.984,49.1695,117.332,254.415,52.9517,115.983,232.926,55.5563,114.724,212.665,56.5477,113.642,194.343,56.0029
0,119.152,290.544,45.6584,118.352,270.97,50.1839,117.208,251.019,53.4688,116.117,231.94,55.2601,114.969,212.723,55.8956,113.982,195.262,55.0238
0,118.947,283.755,47.474,118.18,264.803,51.6078,117.059,245.392,54.7857,115.878,225.802,56.6515,114.766,207.155,57.0033,113.617,190.201,55.6883
0,119.33,292.051,44.6512,118.39,273.559,49.2965,117.209,251.023,53.4681,116.329,233.965,55.1698,115.48,213.578,56.1827,114.725,194.417,54.7521
