0,104.752,302.431,42.6053,103.526,281.541,48.1867,102.193,262.627,52.3017,100.618,243.187,55.2462,99.2162,225.544,56.3812,97.8276,207.494,56.4479,96.2234,191.771,55.1472,94.8081,174.809,52.6096,93.56,159.207,47.026,92.3101,143.207,41.6298,90.9416,127.599,35.7695
0,103.389,283.031,47.2042,101.66,261.644,51.4968,100.198,243.435,53.8357,98.4536,223.719,55.3546,96.6861,205.811,55.046,95.1802,187.647,53.6446,93.5128,171.816,49.0723,91.8742,155.521,44.6007,90.4339,138.339,39.5176,88.809,122.928,32.7762,87.2426,107.267,25.2135
0,104.118,289.745,45.645,102.815,271.346,50.003,101.254,252.263,53.1698,99.8677,231.736,55.1948,98.0703,214.156,54.9379,96.6502,197.99,53.2412,95.0479,181.323,50.5799,93.5372,165.109,46.9308,92.0314,147.921,42.1859,90.4171,133.849,35.7185,89.123,118.146,28.6356
0,104.305,292.443,45.2218,102.8,274.945,50.1926,101.199,255.406,54.3408,99.7038,236.627,56.6933,97.9266,219.507,57.5419,96.2522,202.827,57.2162,94.7777,184.936,55.7372,93.2586,168.492,52.6515,92.0841,149.552,56.2901,91.6462,152.498,48.2897,89.9522,136.884,42.6322
0,104.655,301.01,42.8313,103.454,280.362,47.8681,101.987,259.304,51.614,100.54,241.39,53.2331,99.1693,223.982,53.548,97.7481,205.195,52.8198,96.4773,188.004,50.5206,94.9776,169.765,47.3155,93.6704,153.691,42.7155,92.1164,138.646,36.6497,90.7012,122.046,30.1381
0,104.504,295.24,44.5242,103.145,276.251,49.7447,101.698,255.525,53.6125,100.569,235.711,55.9241,99.1361,217.722,56.7286,97.7339,199.484,56.0898,96.2729,182.737,54.113,95.0413,165.757,51.0442,93.8374,148.661,46.8648,92.3927,132.779,41.4476,91.2462,117.959,34.5421
0,104.986,298.178,43.2777,103.676,279.418,46.2625,103.462,280.414,47.6098,102.069,260.484,51.432,100.54,241.39,53.2331,99.0256,221.937,54.1003,97.6798,204.248,53.1945,96.3525,186.269,51.2519,94.9645,169.726,47.9122,93.7041,151.537,43.7795,92.117,136.008,37.891
0,104.645,300.949,43.1033,103.356,279.02,48.3259,101.796,260.305,52.4166,99.9629,240.081,54.81,98.3198,221.707,55.6737,96.5704,203.972,55.1431,95.0307,185.15,53.4883,93.4447,167.871,50.8332,92.216,148.265,54.7112,91.9305,150.511,46.4712,90.4696,133.125,41.558
0,104.714,298.131,43.548,103.526,277.776,48.2676,102.376,258.058,52.0397,100.918,240.262,53.6346,99.902,221.914,54.3159,98.5991,202.409,53.9223,97.359,186.298,51.6436,96.2749,169.057,48.234,95.2454,152.407,43.9463,94.0977,136.282,38.1714,93.0486,121.226,31.4407
0,108.459,292.249,44.447,107.639,272.525,48.5548,106.897,251.231,51.4093,105.973,231.059,52.3439,105.089,211.78,52.0551,104.378,192.494,50.6485,103.577,174.92,47.7738,102.757,159.469,43.4358,101.911,141.72,38.1972,101.047,124.109,32.1538,100.341,108.381,24.7349
0,111.43,290.559,44.6905,110.819,272.123,49.0839,109.991,251.881,52.6904,109.257,230.579,54.4081,108.164,213.239,54.5781,107.248,195.595,53.575,106.301,177.827,51.3542,104.748,161.904,54.3908,105.103,161.517,47.5936,104.086,145.046,42.7685,102.881,128.502,37.0528
0,110.758,279.898,47.1314,109.681,258.977,50.888,108.429,239.037,53.0828,107.192,217.02,54.6148,105.994,200.001,52.815,104.487,181.804,50.613,103.139,165.099,47.2435,101.69,146.878,42.7282,100.394,130.095,37.0074,99.0577,114.472,30.0365,97.6968,98.1962,22.1488
0,111.654,296.125,43.2902,110.767,277.22,48.0474,109.448,256.517,51.9825,108.44,236.791,54.1157,107.34,218.862,54.9663,106.052,198.914,54.8751,105.253,181.738,51.6226,104.243,162.864,48.6656,103.245,146.271,44.1642,102.249,129.652,38.3769,101.359,114.203,31.5108
0,111.473,279.638,47.9162,110.675,259.768,52.189,109.894,240.693,55.0933,109.165,220.394,57.0989,108.261,201.178,57.5952,107.294,183.747,56.4432,106.413,165.515,54.4579,105.85,148.258,48.8999,104.897,131.633,43.97,103.942,115.094,37.8768,103.042,99.2004,30.6449
0,119.031,286.674,45.7542,118.145,266.331,49.9239,116.931,247.971,52.5414,115.782,228.228,53.8408,114.677,209.354,54.1032,113.426,191.333,53.0477,112.17,173.308,50.5973,111.26,156.784,46.835,110.597,140.268,39.6115,109.465,123.657,33.3001,108.466,108.206,25.7851
0,119.315,291.992,44.9176,118.131,273.535,49.5482,117.081,252.117,53.5369,115.959,232.848,56.0159,114.674,214.435,57.1235,113.494,195.108,56.695,112.383,176.761,55.0619,111.226,159.986,52.2492,109.911,141.902,48.4178,108.656,125.894,43.2221,107.691,109.869,33.8072
0,119.649,297.614,43.2519,119.022,277.243,48.7257,118.044,256.625,52.6107,117.209,237.995,54.9952,116.064,217.184,56.6819,115.191,199.299,56.6064,114.186,180.596,55.1531,113.321,163.54,52.489,112.413,146.515,48.8573,111.673,129.626,43.6948,110.86,114.016,37.7787
0,119.649,297.614,43.2519,119.428,278.565,48.0214,119.264,258.887,51.7819,118.708,238.969,54.3806,118.261,219.014,55.7282,117.928,200.987,55.4763,117.492,184.55,53.8249,117.165,166.467,51.12,116.739,149.932,47.3414,116.271,132.223,42.1244,115.545,115.928,36.1633
0,119.754,296.149,43.743,118.633,275.984,49.1695,117.332,254.415,52.9517,115.983,232.926,55.5563,114.724,212.665,56.5477,113.642,194.343,56.0029,112.444,175.284,54.3473,111.221,157.927,51.3353,110.003,140.666,47.0529,108.766,124.735,41.394,107.622,108.27,35.1427
0,119.152,290.544,45.6584,118.352,270.97,50.1839,117.208,251.019,53.4688,116.117,231.94,55.2601,114.969,212.723,55.8956,113.982,195.262,55.0238,112.76,177.695,52.9163,111.616,160.85,49.4079,110.379,143.316,44.978,108.921,124.17,40.1237,107.817,109.352,33.2695
0,118.947,283.755,47.474,118.18,264.803,51.6078,117.059,245.392,54.7857,115.878,225.802,56.6515,114.766,207.155,57.0033,113.617,190.201,55.6883,112.456,171.542,53.476,111.07,154.493,50.1548,109.88,137.505,45.5982,108.846,121.808,39.5113,107.121,103.4,33.5351
0,119.33,292.051,44.6512,118.39,273.559,49.2965,117.209,251.023,53.4681,116.329,233.965,55.1698,115.48,213.578,56.1827,114.725,194.417,54.7521,113.971,177.721,52.3085,113.179,159.468,48.9185,112.411,143.403,44.2045,111.526,126.687,38.5506,110.795,110.1,31.6339
0,119.36,294.833,43.9541,118.633,275.98,49.1703,117.546,256.591,53.0924,116.732,237.961,55.4568,115.61,217.156,57.1207,114.443,200.17,56.8831,113.447,182.974,55.335,112.431,164.234,52.9348,111.361,147.871,47.0882,110.463,132.028,41.6741,109.374,116.127,35.1005
0,119.461,283.724,47.223,119.365,262.255,51.9849,119.137,243.052,54.6653,119.08,224.579,56.3774,118.785,205.143,56.6676,118.589,187.533,55.505,118.365,169.178,53.4891,118.426,150.501,48.3254,117.853,134.6,45.3195,117.819,119.928,39.2466,117.609,103.593,32.3799
0,119.609,285.076,46.7598,119.435,264.835,50.6287,118.865,244.383,53.3146,118.073,222.975,54.8822,117.633,205.487,54.7272,117.097,186.207,53.5306,116.593,167.97,50.8284,116.373,151.291,47.0467,115.813,135.306,41.7254,115.272,117.605,36.0419,114.761,101.831,28.8592
0,118.994,279.624,49.1084,118.113,257.577,53.4132,117.124,237.72,56.6202,116.522,219.799,57.7856,115.504,200.798,58.2238,114.768,182.769,56.7549,113.859,165.551,54.3957,113.111,148.406,50.663,111.756,128.383,46.4776,110.895,111.288,40.765,110.159,95.5024,33.7761
