,0
0,0.381484457929075
1,0.422709315784926
2,0.426811783606592
3,0.438441691227648
4,0.426736399488584
5,0.431687681649037
6,0.434029998338732
7,0.435733205149757
8,0.4291227905737
9,0.437578528913657
10,0.430848527112348
11,0.424533259859437
12,0.42285756575263
13,0.43409840530184
14,0.417576445741472
15,0.428102781092205
16,0.421605287378989
17,0.396897012176005
18,0.442656925954175
19,0.374149030149217
20,0.440093509162587
21,0.427944522351578
22,0.454374804465741
23,0.436847429105403
24,0.444301562743324
25,0.431875137597153
26,0.421809406289808
27,0.444171846743487
28,0.439478544363112
29,0.436337800299355
30,0.426980341515813
31,0.414097034933987
32,0.438720154235932
33,0.426582132178271
34,0.42416531818205
35,0.426583803968974
36,0.437346706300436
37,0.426577782866197
38,0.426615802787661
39,0.424367890806079
40,0.425250739083661
41,0.421158902650104
42,0.433954705736348
43,0.418576749734622
44,0.413897820205132
45,0.43452250055103
46,0.423919345429199
47,0.424864149010481
48,0.408709093139852
49,0.410157666121505
50,0.407619376718821
51,0.424506815684837
52,0.423966534430066
53,0.420428817192542
54,0.435424177933931
55,0.438233555736482
56,0.427149275664234
57,0.426040587774076
58,0.422458874383389
59,0.43923457581206
60,0.432645301565151
61,0.43223966442815
62,0.447217598947984
63,0.444988915804068
64,0.418426896339134
65,0.419461986520447
66,0.421974147733816
67,0.421561261189688
68,0.421103783994967
69,0.397884538278531
70,0.41928438328161
71,0.415395402496657
72,0.420456819071067
73,0.423471664706105
74,0.431499950259649
75,0.405250062470865
76,0.420156145591041
77,0.41190184898308
78,0.427780152885662
79,0.40989722928461
80,0.404973097079399
81,0.429244743144421
82,0.423967806437045
83,0.420731091983657
84,0.410604867888923
85,0.421570085464517
86,0.42767981663408
87,0.413306529299502
88,0.437561588081404
89,0.397257153255671
90,0.417398133331907
91,0.408396498339347
92,0.412487161996395
93,0.430114416429303
94,0.418993171316574
95,0.409036410244369
96,0.413689291670742
97,0.411433404690285
98,0.41192184948604
99,0.415465221002384
100,0.435825197547641
101,0.425163358003862
102,0.388267327795477
103,0.415893769312501
104,0.413028121679093
105,0.425426092930088
106,0.405043598185479
107,0.413935553525328
108,0.418066570175804
109,0.413241302970553
110,0.423926909751764
111,0.430311758525281
112,0.415061858976804
113,0.425347079220535
114,0.42457426836397
115,0.420694224657292
116,0.413969905154662
117,0.410980219540357
118,0.401578153235855
119,0.411729001478594
120,0.401265105996123
121,0.416762577895089
122,0.422291299475043
123,0.440619083361036
124,0.415483450795913
125,0.405698198867878
126,0.410796667521829
127,0.415135526592847
128,0.399470075653033
129,0.427086978488083
130,0.421692143273455
131,0.417536500207203
132,0.429675361801256
133,0.391594330562024
134,0.409622198433825
135,0.413153069132688
136,0.412482504168116
137,0.418436602895301
138,0.404717165448662
139,0.425260303724107
140,0.407728603646887
141,0.403837337442292
142,0.422601030050046
143,0.430017550873822
144,0.412831543576215
145,0.418689325013762
146,0.400462453021703
147,0.429370327022443
148,0.402420814614354
149,0.433725540347534
150,0.4106465398285
151,0.422927448131142
152,0.413221137519755
153,0.414305856730604
154,0.426436214732849
155,0.396968296186182
156,0.38146708526194
157,0.424323393135189
158,0.407186043541573
159,0.394020296011259
160,0.40570524502402
161,0.416641976340359
162,0.428461276402151
163,0.409413180954009
164,0.421419398054907
165,0.411509377479931
166,0.403856482192969
167,0.39153210520804
168,0.398960446915932
169,0.410950934968154
170,0.392526682221935
171,0.406570615621346
172,0.418454647421486
173,0.417121745053312
174,0.410185598729941
175,0.41376600920733
176,0.400039582745908
177,0.401608816192474
178,0.411081446196347
179,0.431664294495804
180,0.402191731535694
181,0.40498087102104
182,0.420620528668014
183,0.420513241172546
184,0.406625669396707
185,0.414683434397662
186,0.429538403486161
187,0.403017297462429
188,0.422357558222888
189,0.432016655154683
190,0.407739857366925
191,0.411450259134783
192,0.422290612045307
193,0.416846793497467
194,0.398532839148595
195,0.402625554774657
196,0.428933907333426
197,0.406300722719712
198,0.421333179936069
199,0.430242913321858
200,0.408879101973383
201,0.414901270967251
202,0.419199378784463
203,0.410618337823727
204,0.420567105080367
205,0.385093756511528
206,0.437182785878859
207,0.409695844407531
208,0.425337832379863
209,0.428617214594654
210,0.432845672988792
211,0.413979183685557
212,0.418627573912852
213,0.409336015455078
214,0.434264293372043
215,0.439545150122078
216,0.431058181522819
217,1.02635968461517
218,0.428812944614315
219,0.422361553918725
220,0.436862229693344
221,0.451699817219533
222,0.4283047703725
223,0.435286693198494
224,0.416118500248571
225,0.406091744866206
226,0.444421223356581
227,0.427779276419791
228,0.422687773208925
229,0.432239086535589
230,0.415654433303243
231,0.430921930477436
232,0.427540731532892
233,0.411302839034792
234,0.417417948039803
235,0.400396230224212
236,0.428805358194694
237,0.437781942199356
238,0.415089461293924
239,0.419680035458824
240,0.430884968032258
241,0.433553796957932
242,0.408501959569547
243,0.427776233281841
244,0.431799286811083
245,0.427372411178635
246,0.408595651944168
247,0.436440570218672
248,0.430795803298036
249,0.427863859214867
