80.3119,272.068,45.6544,79.884,248.884,49.4357,79.0155,253.52,48.4515,77.8372,237.555,50.1596,76.7275,221.821,49.9149,75.8775,204.301,49.5667,75.0832,187.251,48.4005,74.1489,171.441,46.1654,73.275,156.72,42.7741,72.4473,140.809,38.684,71.6731,125.308,34.053,70.9421,110.193,28.2731,70.0951,95.3999,22.1888,69.2909,80.913,14.8803,68.6608,67.6838,6.20637,68.0515,54.0058,5.99139,67.7444,42.7058,13.6926,67.3435,31.9669,20.3287,67.1049,21.4289,25.5078,66.7928,10.7869,29.9607,66.5091,0.668421,33.1459,66.2642,-9.50231,35.2804,65.8571,-19.4935,36.5519,65.5079,-29.6906,36.8082,65.3037,-41.6547,37.3772,64.9578,-51.5323,35.6218,,,
80.812,285.284,43.4965,80.4885,268.268,46.272,79.8238,245.598,49.0416,79.0727,229.284,49.9506,78.5441,211.253,50.2202,77.8496,194.635,49.6496,77.0283,181.005,46.1652,76.4086,164.985,43.4037,75.8302,150.068,39.9264,75.2696,134.764,35.2392,74.5684,120.387,29.8794,74.384,104.66,23.9301,73.4146,91.3251,17.1612,72.7887,76.6954,9.42047,72.5036,63.1108,2.91971,71.9351,51.4554,10.1815,71.55,40.4305,16.2368,71.0672,29.8553,21.0213,70.7488,18.8226,24.9896,70.2228,8.51342,27.6082,69.8557,-2.11873,29.4347,69.5211,-12.7551,30.2674,69.1129,-22.9454,30.0519,68.7465,-33.5311,29.0361,68.3173,-43.4558,27.2034,67.7407,-53.247,23.8213,,,
81.1747,290.731,42.8632,80.5833,273.275,45.9506,79.3138,257.079,48.1056,78.7754,238.726,50.1859,77.8522,222.945,50.1528,77.1679,205.342,50.4291,76.5037,186.538,49.9522,75.707,170.059,48.209,74.9793,156.283,44.9619,74.4476,139.882,41.4879,73.5966,125.825,34.6109,72.9662,111.989,28.9174,72.3609,97.2346,22.7133,71.7841,83.3389,15.721,71.2247,69.651,7.58465,70.751,56.7064,4.94775,70.5588,45.6583,11.9275,70.1211,35.043,17.8212,69.8461,24.5995,22.5978,69.596,14.3198,26.4116,69.3705,3.9303,29.2883,69.1631,-6.24258,31.1146,68.9698,-16.2233,31.8401,68.7909,-26.241,31.5604,68.5285,-35.8849,30.3372,68.3744,-45.6719,28.3578,68.1369,-55.3735,25.2019
80.8354,286.535,43.8026,80.2381,268.096,47.0363,78.956,249.835,49.993,78.214,232.042,51.7451,77.5299,215.734,51.829,76.6725,199.593,51.8818,75.8567,182.95,50.6393,75.2861,166.78,48.6877,74.5605,151.016,45.5742,73.8728,134.982,41.6057,73.0462,115.752,38.3068,72.4519,102.612,32.2036,71.7041,85.7875,23.7979,71.194,72.3666,19.4746,70.3491,57.2395,7.72824,69.9181,43.8094,3.98139,69.5182,32.4709,10.5547,69.044,20.6845,16.1935,68.6207,9.29108,20.6457,68.1313,-1.47435,24.0769,67.7026,-12.4397,26.4856,67.2292,-23.2912,27.9321,66.8001,-33.8398,27.9712,66.2758,-44.518,27.9737,65.7957,-54.9568,26.2821,,,,,,
81.0686,285.299,43.4918,79.9944,268.234,46.2819,78.9413,248.952,48.4955,77.7622,232.346,49.217,76.8492,214.025,49.0939,75.9983,196.157,48.9657,74.8167,180.532,46.8877,73.8989,164.4,44.3372,72.849,147.908,40.4779,71.6978,132.493,36.4343,70.6201,117.431,31.3413,69.6072,102.682,25.1681,68.5229,86.6191,19.1779,67.5761,67.3124,13.4033,66.3159,54.1269,4.8368,65.6673,41.4767,9.81449,64.325,30.4871,15.2508,63.233,19.9628,19.2384,62.3246,8.35171,22.7721,61.5508,-3.17838,25.4524,60.5527,-13.9956,26.9864,59.677,-24.5918,27.3517,58.7727,-35.4394,26.9704,57.9296,-46.1829,25.8791,57.0377,-56.8255,23.4277,,,,,,
80.9152,290.717,42.8678,79.5626,271.91,46.1807,78.0767,254.613,48.2813,76.9164,237.501,49.7202,75.6089,220.624,50.1321,74.3895,204.027,49.8424,73.2492,186.877,48.6942,71.9949,171.773,46.314,70.6278,157.592,42.7917,69.545,141.435,39.1116,68.1841,126.254,34.5427,67.0873,110.813,28.8168,66.0439,96.8541,22.2235,64.7404,83.4829,14.8915,63.7133,68.3057,6.9578,62.7078,55.42,5.18675,61.8203,44.1719,11.3805,60.9318,33.041,17.166,60.2151,19.0705,23.1052,59.4186,8.72664,26.2114,58.6696,-2.03269,28.9014,57.3609,-11.664,28.2768,56.5034,-21.9173,28.3493,55.6953,-32.2773,27.6221,54.8493,-41.9681,25.6811,53.9701,-51.9215,22.7298,,,
79.146,277.062,45.3508,77.4026,258.107,47.9555,75.3323,240.6,49.448,73.1945,224.247,50.6372,71.4212,206.236,50.5351,69.5888,188.621,50.0304,67.6866,173.098,48.06,65.7477,156.976,45.2779,63.9562,141.182,41.4551,61.9368,126.909,37.6671,60.0932,111.534,32.3402,58.2143,96.9704,26.3644,56.5544,81.6008,20.5581,54.5882,68.3118,12.454,52.6988,54.1221,4.34861,51.2175,41.3768,7.44864,49.6371,30.31,14.2129,48.2218,18.9512,20.0634,46.7376,8.254,24.4206,45.2341,-2.77047,27.9896,43.72,-13.1918,30.4571,43.1503,-27.9191,34.4661,41.8294,-38.3135,35.1935,40.4743,-48.2923,34.9872,38.8597,-58.0012,33.6518,,,,,,
80.9127,290.609,43.3997,80.0378,270.669,46.3773,78.7751,253.378,49.1868,77.8057,235.25,51.2227,76.6919,218.634,51.3417,75.8608,202.277,51.2008,75.0656,184.515,50.3496,74.3312,168.152,48.6109,73.4597,152.941,45.7198,72.9926,136.777,41.7156,72.2115,121.023,37.5626,71.6382,105.196,31.919,70.785,90.3302,26.0066,70.1361,74.9069,19.2749,69.2142,60.6934,10.7377,68.5052,45.6514,2.71149,68.1672,34.4326,8.94737,67.7903,22.2354,16.0834,67.3463,10.5098,21.9726,66.8422,-0.5118,26.5393,66.406,-11.3879,30.0149,65.9393,-22.0771,32.6869,65.4554,-32.8067,34.3334,65.0307,-43.1166,34.8225,64.5989,-53.364,34.6057,,,,,,
80.7595,282.531,44.1984,80.3924,263.225,47.3366,79.8227,245.545,49.283,79.0529,228.145,50.5912,78.05,207.259,51.3574,77.574,190.08,50.9113,76.9367,174.201,49.5314,76.5131,157.99,47.2452,75.9314,142.949,42.2079,75.5408,126.948,38.2429,75.0097,112.611,32.9175,74.6543,98.0396,26.5182,74.1461,82.7877,20.4212,73.6596,68.8902,12.4914,73.1744,53.5435,4.42417,72.6856,41.5095,7.3032,72.275,29.8547,14.0594,71.8994,18.559,19.6003,71.5568,7.05372,24.2589,71.2452,-4.25496,27.8841,70.8572,-14.9162,30.2963,70.5095,-25.8019,32.0471,70.0084,-36.1689,32.4893,69.7165,-46.3673,31.5482,69.3886,-56.843,30.7965,,,,,,
83.3446,284.067,43.6722,82.8983,265.933,46.6309,81.9619,246.895,49.0415,81.3089,228.473,50.068,80.5148,212.49,49.9835,79.7403,195.819,49.4116,79.0926,173.825,48.9934,78.4071,158.4,46.758,77.757,143.346,43.3936,77.1282,127.99,39.5669,76.6991,113.1,34.6758,76.2753,98.0469,28.8791,75.6842,82.2279,20.1242,74.843,68.3036,12.087,74.1747,53.8492,3.94203,73.5145,42.2938,8.10763,72.9296,30.5752,14.9754,72.3977,18.9274,20.8958,71.6875,8.20901,25.5794,71.0467,-2.72624,29.3761,70.3646,-13.3621,31.8598,69.753,-23.8515,33.4371,69.0324,-34.6359,34.2539,68.2938,-44.9533,33.5979,67.5767,-55.4971,32.6751,,,,,,
