78.3131,289.621,47.1633,78.4841,265.893,51.5299,78.4067,244.617,54.0716,78.4608,219.286,56.0102,78.556,199.487,55.8396,78.5973,179.012,54.3414,78.4438,160.392,51.6795,78.4553,142.006,47.7419,78.2755,124.455,42.4249,78.2325,106.565,36.4004,78.1833,90.0265,28.7016,77.9638,74.1194,20.8083,77.8789,58.751,11.2318,77.9009,43.4965,4.9941,78.0613,25.9555,14.4571,78.2395,8.79281,22.6384,78.4033,-8.23367,29.3574,78.457,-24.5527,34.6202,78.563,-40.6591,38.618,78.6775,-56.4914,41.3227,,,
78.3513,292.51,46.206,78.5383,269.609,51.2088,78.4737,249.007,54.559,78.5896,227.199,56.9644,78.6799,206.655,57.59,78.7307,186.316,56.8408,78.7613,167.094,54.9687,78.7592,148.163,51.7308,78.5521,129.53,47.1852,78.6654,111.348,41.5239,78.4305,93.9999,34.6727,78.3447,77.4617,26.6156,77.8146,61.8762,17.4108,77.8236,45.7243,7.38917,77.9986,28.0528,8.75587,78.0498,9.89031,18.2573,78.0277,-7.18526,25.7977,78.3744,-24.602,31.1567,78.5279,-41.7905,35.9367,78.7129,-57.7318,38.5307,,,
79.8403,304.335,43.0457,80.2095,280.345,48.3203,80.0647,258.812,51.8773,80.1029,236.11,54.2335,80.1413,215.724,54.8364,80.1596,196.321,54.0879,80.321,176.22,52.0742,80.4502,157.205,48.8971,80.7129,138.509,44.3286,80.9147,120.141,38.7804,81.2233,102.181,32.2565,81.4817,85.099,24.4533,81.8604,69.2502,15.3389,82.2877,53.1646,5.63834,82.558,35.1023,9.64085,82.6078,16.55,16.8901,83.0301,-2.24855,22.3754,83.158,-19.8726,26.6268,83.4957,-37.6144,29.8458,83.7349,-54.6748,31.6295,,,
84.7047,297.126,44.916,83.5798,273.927,49.7717,82.5411,251.898,52.9166,81.33,229.872,54.7522,80.2157,208.967,55.5125,79.174,188.292,54.4786,78.0488,170.266,51.8603,77.1432,150.054,48.5688,76.1493,132.23,43.3495,75.0498,114.483,37.7727,74.18,96.9456,30.4411,73.2101,79.5956,22.6325,72.0063,64.6067,12.7803,71.1599,48.4335,3.57642,70.0711,30.2815,12.4211,69.4105,11.7769,20.2307,68.5664,-6.7193,26.5961,67.6078,-24.3356,31.3269,66.6204,-41.7143,34.8071,65.8488,-59.3036,37.3056,,,
85.087,301.473,43.9736,83.9629,279.068,49.231,82.6464,256.356,53.6496,81.4628,235.922,56.2799,80.2863,212.501,57.7085,79.0616,193.191,57.5002,77.7091,173.095,56.0064,76.4602,153.315,53.2957,75.1443,135.196,48.7591,74.0839,116.076,43.3973,72.6348,98.3667,37.5282,71.5951,81.4613,29.5916,69.9905,65.5673,16.5385,68.8031,49.5029,6.18711,67.7082,33.7599,4.55171,66.6214,14.7419,12.4432,65.5506,-3.75375,18.912,64.4156,-21.3589,23.5922,63.3322,-39.1789,27.1053,62.1668,-56.2141,29.5358,,,
84.6937,287.26,47.2146,83.8046,263.809,51.7988,82.72,240.496,55.1212,81.7276,218.622,56.5193,80.7921,197.046,56.6401,79.9144,175.919,55.2828,78.9195,156.009,52.7373,78.1684,136.555,48.7844,77.2906,117.504,43.3432,76.3087,98.8788,37.6734,75.2408,81.9109,26.3209,74.5248,64.4163,17.4608,73.5707,48.3885,7.32347,72.7256,32.5789,3.95844,71.6954,13.6363,13.0156,70.6176,-4.62862,20.4951,69.5432,-22.4536,26.6109,68.6459,-44.7959,34.384,67.4526,-61.6608,37.8078,,,,,,
85.4974,297.264,44.368,83.8338,274.048,49.258,82.2531,249.68,52.5602,80.6117,227.769,54.6464,79.1122,207.025,54.7844,77.5204,186.413,53.4129,75.8669,166.863,49.0541,74.1594,147.355,44.9096,72.7677,128.143,39.747,71.3212,109.198,33.2814,69.8267,91.5974,25.4039,68.4454,74.1411,16.5066,67.3168,56.4718,6.69593,65.7176,40.5328,4.37951,64.2857,21.0566,13.1254,62.8196,2.57268,20.1227,61.8648,-20.6898,28.9139,60.7347,-38.2692,33.2938,59.641,-55.7282,36.6003,,,,,,
84.918,286.032,46.8954,83.1166,265.279,50.1319,81.1637,242.884,52.9355,79.5442,218.617,54.5877,77.4983,198.618,53.9212,75.8041,177.86,52.0032,73.6963,158.796,48.8156,72.1254,138.542,44.9468,69.9681,121.629,36.1758,68.348,102.377,29.2444,66.5266,85.4735,20.9725,64.9943,68.6202,11.5567,63.4373,51.7518,1.13722,61.9821,34.1915,9.13926,60.5681,15.3122,16.9608,59.1803,-2.95483,23.2594,58.1974,-26.1204,31.2773,56.8589,-43.6528,35.0627,55.5889,-60.8434,37.4437,,,,,,
85.8012,298.692,44.1414,84.1498,276.578,49.1132,82.0896,252.909,53.4694,80.6498,229.667,55.6802,78.8944,206.779,56.7265,76.9363,187.808,55.7962,75.2933,165.693,54.3041,73.6304,145.656,51.0169,71.4057,127.109,43.9428,69.5501,108.754,38.0661,67.6961,90.5731,30.7669,66.0171,72.1741,22.651,64.1835,54.893,13.305,62.3712,37.7297,2.87867,60.5359,20.7798,7.39571,59.3812,-4.52265,20.1799,57.817,-22.83,27.6446,56.1376,-40.9863,33.9571,54.7764,-58.932,38.899,,,,,,
85.9293,303.059,43.1922,83.2411,280.403,48.784,80.9727,256.272,53.4411,78.2547,234.529,56.2951,75.7639,211.886,57.6334,73.3147,191.338,57.4545,70.9001,170.9,56.2706,67.9329,152.814,51.0561,65.8098,132.69,46.7424,63.9065,112.972,41.3984,61.8668,94.1077,34.6346,60.3691,74.7006,26.8495,58.5196,57.397,17.5194,56.9803,40.3203,7.32596,55.1636,24.0194,3.12751,53.7954,4.19257,12.6554,52.2509,-14.4825,20.2688,51.6417,-38.6181,30.2163,50.2799,-56.5564,35.1566,,,,,,
