71.0631,287.352,42.4822,71.5817,266.808,42.9186,72.0523,243.358,43.1984,72.2485,222.104,42.5677,72.8392,199.044,41.6813,73.3651,179.128,39.4848,73.8216,158.642,36.5003,74.2231,139.305,33.2749,74.5642,120.388,28.9794,75.336,101.511,23.9531,75.7096,84.2017,18.6967,76.282,65.5479,12.6431,76.8916,47.3363,6.11485,77.3128,31.4327,5.59027,77.7688,16.0605,11.4497,78.2316,1.35286,15.9106,78.5711,-12.5994,24.1038,78.5565,-13.373,19.6609,78.8744,-27.4148,22.3213,79.1312,-41.6352,24.3417,79.4887,-55.961,23.3751
71.5747,277.042,41.9192,72.0573,253.777,42.279,72.4865,231.63,41.6572,73.0851,210.571,40.1842,73.7926,183.459,39.3381,74.2438,164.145,36.1325,74.8102,143.63,33.2314,75.4715,123.777,29.395,76.2139,105.181,24.2604,76.5324,86.5357,19.3006,77.2145,67.7247,13.1292,77.6598,50.1671,7.01782,78.3058,34.0122,5.65464,78.823,18.5099,12.2862,79.3459,4.06844,17.826,78.8378,-8.32968,24.8671,79.798,-10.8679,22.7145,80.2826,-25.5926,26.6417,80.6469,-39.0227,29.338,80.9916,-52.5748,31.1863,,,
71.0508,296.936,42.2094,71.8328,273.026,43.0954,72.5394,250.11,43.8764,73.1721,228.278,43.8724,73.9475,206.57,43.1559,74.6309,185.156,41.6436,75.4144,163.426,39.8459,76.1063,143.874,34.8583,76.8551,122.844,31.4677,77.6814,103.908,26.7599,78.2367,85.5987,21.9789,78.6762,66.9962,16.1657,79.2992,48.8695,9.66298,79.9599,31.9276,2.00917,80.427,12.3036,7.52753,81.0002,-2.48866,13.5529,81.588,-17.2623,18.72,82.1213,-30.9557,22.636,82.7382,-45.2194,26.258,83.1714,-58.4288,28.3429,,,
68.7564,285.702,42.7755,67.9283,261.319,43.408,66.9582,237.992,43.7518,66.0655,216.851,42.7484,65.4863,195.674,41.3884,64.5592,175.424,38.7785,63.9543,154.587,36.2412,63.2391,134.158,32.3785,62.4052,115.423,27.5879,61.8557,96.5214,22.7274,61.4124,77.1131,17.3321,60.8636,58.8206,11.0527,60.206,41.8776,3.87345,59.7999,26.0215,7.45325,59.4745,10.4573,12.6521,59.145,-4.27383,16.9004,58.8681,-18.9654,20.278,58.5717,-33.6524,22.8353,58.0589,-46.713,24.0021,57.2407,-60.9072,21.8213,,,
69.7307,298.233,42.012,69.0741,274.032,42.7027,68.0088,250.716,43.1,67.2808,227.448,42.4983,66.396,206.288,40.9029,65.1369,186.971,36.3455,64.4757,165.014,33.6224,63.3036,144.89,29.5651,62.413,125.788,24.509,61.5026,105.697,19.2961,61.1249,80.0406,15.8188,60.3695,62.6979,8.77738,59.8433,43.8297,3.61145,59.2863,28.0513,10.5388,58.7884,12.3323,16.4486,58.3848,-3.29094,21.8451,57.8758,-17.8054,25.4145,57.3799,-32.9134,28.8735,57.0257,-47.5581,31.4175,56.2948,-60.9539,32.0132,,,
67.9559,289.643,42.6485,65.6835,265.779,43.8854,63.6381,242.86,44.3027,61.7976,220.895,43.7919,59.9394,199.763,42.7241,58.0563,179.484,40.1672,56.6797,157.669,38.0765,54.9938,139.092,34.6461,53.4321,119.21,30.9826,52.0253,100.309,25.8076,50.599,81.1786,21.4444,48.948,63.805,15.1353,47.7061,45.0477,9.12312,46.2679,27.7041,3.73608,45.0297,12.1265,10.2175,44.0123,-3.4076,15.9241,41.5028,-16.7244,17.9827,40.1599,-30.6855,20.6911,39.1437,-46.2032,23.8644,38.0049,-60.3664,24.8416,,,
68.44,295.141,42.784,66.6217,270.802,44.508,64.5063,248.486,45.8888,62.8457,226.006,46.4145,60.9342,204.444,46.0597,58.487,186.427,42.9749,56.8139,165.564,40.9106,55.395,144.241,38.1707,53.7201,125.302,34.2351,52.1333,105.896,29.4855,51.327,80.1495,26.7157,49.9884,61.3184,21.5229,48.5401,43.3517,15.0861,46.8299,25.6685,8.23224,45.4247,9.09782,4.88972,44.0449,-6.07596,11.0799,42.7546,-20.1394,15.5463,41.8234,-36.0475,20.8792,40.3435,-49.1585,23.3055,39.1502,-63.4457,25.6894,,,
69.1878,302.305,42.4118,67.3021,277.396,43.9062,65.3668,253.533,44.5365,63.3831,231.73,44.4666,61.4099,209.669,43.9687,59.1993,189.402,42.3433,57.5487,166.636,40.8553,55.8799,145.905,38.4992,53.8398,126.721,34.9191,52.0681,107.772,30.9719,50.4724,88.0105,26.6992,48.7886,69.2199,21.6144,47.1598,51.285,15.3098,45.6347,32.9561,9.24119,44.5093,15.4878,3.47017,42.1067,2.0341,7.74911,41.1499,-13.6806,13.5634,39.9401,-28.7874,18.3574,38.7415,-43.2642,21.7733,37.7038,-57.5113,24.0477,,,
69.2031,299.438,42.6077,69.0691,276.421,43.5504,68.9555,253.069,43.8673,68.6275,230.709,43.6924,68.5395,208.588,41.5027,68.4667,187.498,39.5371,68.4004,166.682,36.5681,68.5335,146.288,33.5324,68.6449,126.397,29.2247,68.7426,106.456,24.0769,68.7307,83.1024,20.851,68.7978,65.0123,14.7156,68.9945,46.8127,8.46735,69.1793,29.6569,3.6996,69.3497,14.0525,8.67616,69.4976,-0.6611,12.542,69.6298,-15.0183,15.5795,69.8416,-29.0909,17.754,69.9388,-43.3366,19.4194,70.0023,-56.7614,19.5169,,,
70.0578,281.749,43.4139,71.103,258.119,43.6887,71.5841,237.735,43.2922,72.6766,215.133,42.5776,73.4492,194.665,41.1011,74.7123,172.022,39.0564,75.4781,153.06,35.9347,76.3117,133.063,32.3742,77.0239,113.082,28.0057,77.7941,93.9289,23.492,78.6032,75.5457,17.6329,79.4244,57.4943,11.325,80.228,39.46,4.35277,81.0018,22.8708,6.56557,81.8457,7.54339,11.5705,82.5877,-7.45833,15.7169,83.8694,-23.0634,17.7719,84.5173,-37.1571,20.1037,85.2485,-51.1543,21.2776,,,,,,
68.9767,292.472,42.6931,69.1043,268.922,43.0732,68.7433,247.409,42.9719,68.6602,223.584,42.0933,68.3613,202.014,40.2528,68.0539,182.486,35.4743,68.0056,161.284,31.9464,68.1471,140.592,27.8707,68.2765,119.817,23.0555,68.3794,100.337,17.4645,68.5059,78.4634,12.5572,68.8529,60.1283,5.2241,69.1305,42.0606,5.9845,69.3315,27.5499,13.5675,69.5625,26.6638,11.4621,69.9516,10.8162,16.3655,70.3914,-4.2652,19.9121,70.8715,-19.4308,22.9,71.3572,-33.2605,24.292,71.5922,-47.8037,25.896,72.0691,-61.4409,25.5099
69.7523,293.934,42.7075,71.0939,269.014,44.0246,72.2951,245.508,43.9837,73.3736,223.222,43.2406,74.3352,201.122,42.0959,74.8002,181.916,39.8759,75.5748,161.287,37.2093,76.2503,141.156,34.0705,76.8415,122.23,29.6644,77.656,102.741,24.8983,78.3669,84.5178,19.7194,78.9581,66.4275,13.3577,79.5779,48.674,6.65627,80.0963,32.3509,5.35512,80.5928,16.6794,11.0734,81.0761,1.79375,15.7547,81.5117,-12.8209,19.2922,81.8821,-27.1669,22.017,82.4864,-42.1817,22.3791,82.8143,-56.127,22.8815,,,
68.9296,300.867,42.3813,70.0646,277.989,42.7782,70.8561,254.778,42.3522,71.801,231.537,41.6813,72.8653,209.567,40.3907,73.8158,188.806,37.7352,74.8576,168.324,34.5059,76.3064,146.218,28.6833,77.592,125.578,24.0587,78.7413,106.871,18.5324,80.0195,87.2001,12.5584,81.1578,69.3034,5.49735,82.0771,48.0265,4.62246,83.0632,32.0288,10.0726,84.1592,15.8077,14.6909,85.1203,0.236419,18.2956,86.1273,-15.0104,20.963,87.281,-29.3498,22.2943,88.2025,-44.756,23.8015,89.2022,-59.4021,23.8467,,,
